Activity Time(s),Activity (Bq/ml)
165,6.33777128740614
165.6,6.32967790764761
166.2,6.32160634109897
166.8,6.31355652563209
167.4,6.30552839929632
168,6.29752190031795
168.6,6.28953696709972
169.2,6.2815735382203
169.8,6.27363155243381
170.4,6.26571094866927
171,6.25781166603013
171.6,6.24993364379378
172.2,6.24207682141099
172.8,6.23424113850549
173.4,6.22642653487343
174,6.21863295048287
174.6,6.21086032547335
175.2,6.20310860015532
175.8,6.19537771500971
176.4,6.18766761068742
177,6.17997822800882
177.6,6.17230950796329
178.2,6.16466139170874
178.8,6.1570338205711
179.4,6.14942673604383
180,6.14184007978751
180.6,6.13427379362927
181.2,6.1267278195624
181.8,6.11920209974581
182.4,6.11169657650359
183,6.10421119232452
183.6,6.09674588986162
184.2,6.08930061193166
184.8,6.08187530151471
185.4,6.07446990175366
186,6.06708435595375
186.6,6.05971860758213
187.2,6.05237260026738
187.8,6.04504627779905
188.4,6.0377395841272
189,6.03045246336193
189.6,6.02318485977296
190.2,6.01593671778914
190.8,6.008707981998
191.4,6.00149859714532
192,5.99430850813463
192.6,5.98713766002681
193.2,5.97998599803962
193.8,5.97285346754726
194.4,5.96574001407989
195,5.95864558332322
195.6,5.95157012111807
196.2,5.9445135734599
196.8,5.93747588649838
197.4,5.93045700653695
198,5.92345688003239
198.6,5.91647545359437
199.2,5.909512673985
199.8,5.90256848811844
200.4,5.89564284306042
201,5.88873568602781
201.6,5.88184696438824
202.2,5.8749766256596
202.8,5.86812461750965
203.4,5.86129088775559
204,5.85447538436363
204.6,5.84767805544855
205.2,5.8408988492733
205.8,5.83413771424857
206.4,5.82739459893233
207,5.82066945202949
207.6,5.8139622223914
208.2,5.80727285901547
208.8,5.80060131104475
209.4,5.79394752776751
210,5.78731145861683
210.6,5.78069305317018
211.2,5.77409226114902
211.8,5.76750903241836
212.4,5.76094331698639
213,5.75439506500404
213.6,5.74786422676457
214.2,5.7413507527032
214.8,5.73485459339668
215.4,5.72837569956287
216,5.72191402206036
216.6,5.71546951188807
217.2,5.70904212018484
217.8,5.70263179822901
218.4,5.69623849743807
219,5.68986216936822
219.6,5.68350276571401
220.2,5.67716023830789
220.8,5.67083453911989
221.4,5.66452562025715
222,5.6582334339636
222.6,5.65195793261951
223.2,5.64569906874113
223.8,5.63945679498032
224.4,5.63323106412412
225,5.62702182909438
225.6,5.6208290429474
226.2,5.6146526588735
226.8,5.60849263019669
227.4,5.60234891037423
228,5.59622145299632
228.6,5.59011021178564
229.2,5.58401514059704
229.8,5.57793619341713
230.4,5.57187332436389
231,5.56582648768634
231.6,5.55979563776412
232.2,5.55378072910714
232.8,5.54778171635522
233.4,5.54179855427768
234,5.53583119777301
234.6,5.52987960186847
235.2,5.52394372171975
235.8,5.51802351261058
236.4,5.51211892995239
237,5.50622992928391
237.6,5.50035646627083
238.2,5.49449849670544
238.8,5.48865597650626
239.4,5.48282886171768
240,5.47701710850961
240.6,5.47122067317709
241.2,5.46543951213999
241.8,5.45967358194258
242.4,5.45392283925325
243,5.4481872408641
243.6,5.44246674369061
244.2,5.4367613047713
244.8,5.43107088126732
245.4,5.4253954304622
246,5.41973490976139
246.6,5.414089276692
247.2,5.40845848890241
247.8,5.40284250416191
248.4,5.39724128036041
249,5.39165477550803
249.6,5.38608294773481
250.2,5.38052575529034
250.8,5.37498315654341
251.4,5.3694551099817
252,5.36394157421141
252.6,5.35844250795696
253.2,5.3529578700606
253.8,5.34748761948212
254.4,5.34203171529849
255,5.33659011670352
255.6,5.33116278300755
256.2,5.32574967363711
256.8,5.32035074813457
257.4,5.31496596615783
258,5.30959528747997
258.6,5.30423867198896
259.2,5.29889607968726
259.8,5.29356747069159
260.4,5.28825280523252
261,5.28295204365417
261.6,5.27766514641393
262.2,5.27239207408205
262.8,5.2671327873414
263.4,5.26188724698711
264,5.25665541392625
264.6,5.2514372491775
265.2,5.24623271387088
265.8,5.24104176924736
266.4,5.23586437665861
267,5.23070049756664
267.6,5.2255500935435
268.2,5.22041312627098
268.8,5.21528955754025
269.4,5.21017934925162
270,5.20508246341417
270.6,5.19999886214544
271.2,5.19492850767115
271.8,5.1898713623249
272.4,5.18482738854781
273,5.17979654888827
273.6,5.17477880600157
274.2,5.16977412264967
274.8,5.16478246170084
275.4,5.15980378612938
276,5.15483805901529
276.6,5.14988524354402
277.2,5.14494530300611
277.8,5.14001820079695
278.4,5.13510390041641
279,5.1302023654686
279.6,5.12531355966156
280.2,5.12043744680694
280.8,5.11557399081973
281.4,5.11072315571794
282,5.10588490562233
282.6,5.10105920475611
283.2,5.09624601744465
283.8,5.09144530811515
284.4,5.08665704129642
285,5.08188118161853
285.6,5.07711769381254
286.2,5.07236654271024
286.8,5.06762769324379
287.4,5.06290111044553
288,5.0581867594476
288.6,5.05348460548172
289.2,5.0487946138789
289.8,5.0441167500691
290.4,5.03945097958102
291,5.03479726804176
291.6,5.0301555811766
292.2,5.02552588480865
292.8,5.02090814485862
293.4,5.01630232734453
294,5.01170839838142
294.6,5.00712632418108
295.2,5.00255607105178
295.8,4.99799760539799
296.4,4.9934508937201
297,4.98891590261416
297.6,4.98439259877159
298.2,4.9798809489789
298.8,4.97538092011747
299.4,4.97089247916321
300,4.96641559318633
300.6,4.96195022935108
301.2,4.95749635491545
301.8,4.95305393723091
302.4,4.94862294374217
303,4.94420334198688
303.6,4.93979509959538
304.2,4.93539818429044
304.8,4.93101256388698
305.4,4.92663820629182
306,4.92227507950342
306.6,4.9179231516116
307.2,4.91358239079731
307.8,4.90925276533234
308.4,4.90493424357906
309,4.90062679399019
309.6,4.89633038510853
310.2,4.89204498556668
310.8,4.8877705640868
311.4,4.88350708948038
312,4.87925453064794
312.6,4.8750128565788
313.2,4.87078203635083
313.8,4.86656203913017
314.4,4.86235283417102
315,4.85815439081535
315.6,4.85396667849269
316.2,4.84978966671982
316.8,4.84562332510058
317.4,4.84146762332559
318,4.83732253117201
318.6,4.8331880185033
319.2,4.82906405526895
319.8,4.82495061150428
320.4,4.82084765733012
321,4.81675516295265
321.6,4.8126730986631
322.2,4.80860143483754
322.8,4.80454014193659
323.4,4.80048919050525
324,4.7964485511726
324.6,4.79241819465156
325.2,4.78839809173872
325.8,4.784388213314
326.4,4.78038853034049
327,4.77639901386418
327.6,4.77241963501374
328.2,4.76845036500025
328.8,4.76449117511701
329.4,4.76054203673926
330,4.756602921324
330.6,4.75267380040969
331.2,4.74875464561607
331.8,4.74484542864392
332.4,4.7409461212748
333,4.73705669537085
333.6,4.73317712287454
334.2,4.72930737580845
334.8,4.72544742627506
335.4,4.72159724645647
336,4.71775680861422
336.6,4.71392608508905
337.2,4.71010504830067
337.8,4.70629367074753
338.4,4.70249192500661
339,4.69869978373318
339.6,4.69491721966057
340.2,4.6911442056
340.8,4.68738071444027
341.4,4.68362671914762
342,4.67988219276545
342.6,4.67614710841415
343.2,4.67242143929085
343.8,4.66870515866918
344.4,4.6649982398991
345,4.66130065640666
345.6,4.65761238169376
346.2,4.65393338933799
346.8,4.65026365299236
347.4,4.64660314638509
348,4.64295184331943
348.6,4.63930971767341
349.2,4.63567674339965
349.8,4.63205289452514
350.4,4.62843814515103
351,4.62483246945238
351.6,4.62123584167803
352.2,4.61764823615032
352.8,4.61406962726488
353.4,4.61049998949049
354,4.60693929736878
354.6,4.6033875255141
355.2,4.59984464861324
355.8,4.59631064142531
356.4,4.59278547878144
357,4.58926913558464
357.6,4.58576158680958
358.2,4.58226280750236
358.8,4.57877277278034
359.4,4.57529145783192
360,4.57181883791633
360.6,4.56835488836345
361.2,4.56489958457358
361.8,4.56145290201725
362.4,4.55801481623506
363,4.5545853028374
363.6,4.5511643375043
364.2,4.54775189598525
364.8,4.54434795409896
365.4,4.54095248773317
366,4.53756547284448
366.6,4.53418688545812
367.2,4.53081670166778
367.8,4.52745489763539
368.4,4.52410144959096
369,4.52075633383233
369.6,4.51741952672505
370.2,4.51409100470212
370.8,4.51077074426382
371.4,4.50745872197755
372,4.50415491447759
372.6,4.50085929846494
373.2,4.4975718507071
373.8,4.49429254803792
374.4,4.49102136735738
375,4.48775828563141
375.6,4.4845032798917
376.2,4.48125632723553
376.8,4.47801740482555
377.4,4.47478648988962
378,4.4715635597206
378.6,4.4683485916762
379.2,4.46514156317877
379.8,4.46194245171509
380.4,4.45875123483625
381,4.45556789015742
381.6,4.45239239535767
382.2,4.4492247281798
382.8,4.44606486643017
383.4,4.44291278797847
384,4.43976847075759
384.6,4.43663189276343
385.2,4.43350303205469
385.8,4.43038186675273
386.4,4.42726837504136
387,4.42416253516668
387.6,4.42106432543689
388.2,4.41797372422214
388.8,4.41489070995429
389.4,4.41181526112683
390,4.4087473562946
390.6,4.4056869740737
391.2,4.40263409314125
391.8,4.39958869223527
392.4,4.39655075015448
393,4.39352024575812
393.6,4.39049715796577
394.2,4.38748146575722
394.8,4.38447314817226
395.4,4.38147218431051
396,4.37847855333129
396.6,4.37549223445338
397.2,4.3725132069549
397.8,4.36954145017315
398.4,4.3665769435044
399,4.36361966640373
399.6,4.36066959838491
400.2,4.35772671902016
400.8,4.35479100794005
401.4,4.35186244483327
402,4.34894100944652
402.6,4.34602668158432
403.2,4.34311944110883
403.8,4.34021926793972
404.4,4.33732614205397
405,4.33444004348573
405.6,4.33156095232616
406.2,4.32868884872324
406.8,4.32582371288164
407.4,4.32296552506252
408,4.32011426558342
408.6,4.31726991481806
409.2,4.31443245319618
409.8,4.31160186120339
410.4,4.30877811938104
411,4.30596120832599
411.6,4.30315110869052
412.2,4.30034780118214
412.8,4.29755126656343
413.4,4.2947614856519
414,4.29197843931981
414.6,4.28920210849403
415.2,4.28643247415588
415.8,4.283669517341
416.4,4.28091321913912
417,4.278163560694
417.6,4.27542052320321
418.2,4.27268408791799
418.8,4.26995423614314
419.4,4.26723094923678
420,4.26451420861029
420.6,4.2618039957281
421.2,4.25910029210756
421.8,4.25640307931877
422.4,4.25371233898447
423,4.25102805277983
423.6,4.24835020243236
424.2,4.24567876972172
424.8,4.24301373647961
425.4,4.24035508458955
426,4.23770279598681
426.6,4.23505685265824
427.2,4.23241723664208
427.8,4.22978393002787
428.4,4.22715691495628
429,4.22453617361895
429.6,4.22192168825838
430.2,4.21931344116774
430.8,4.21671141469076
431.4,4.21411559122157
432,4.21152595320457
432.6,4.20894248313426
433.2,4.20636516355513
433.8,4.20379397706149
434.4,4.20122890629734
435,4.19866993395623
435.6,4.19611704278111
436.2,4.19357021556421
436.8,4.19102943514685
437.4,4.18849468441937
438,4.18596594632093
438.6,4.1834432038394
439.2,4.18092644001121
439.8,4.17841563792123
440.4,4.17591078070259
441,4.17341185153661
441.6,4.17091883365258
442.2,4.1684317103277
442.8,4.16595046488688
443.4,4.16347508070264
444,4.16100554119499
444.6,4.15854182983123
445.2,4.15608393012589
445.8,4.15363182564053
446.4,4.15118549998367
447,4.1487449368106
447.6,4.14631011982327
448.2,4.14388103277015
448.8,4.14145765944612
449.4,4.1390399836923
450,4.13662798939596
450.6,4.13422166049035
451.2,4.13182098095458
451.8,4.12942593481351
452.4,4.12703650613759
453,4.12465267904275
453.6,4.12227443769026
454.2,4.1199017662866
454.8,4.11753464908334
455.4,4.115173070377
456,4.11281701450894
456.6,4.1104664658652
457.2,4.10812140887641
457.8,4.10578182801762
458.4,4.10344770780823
459,4.10111903281181
459.6,4.09879578763598
460.2,4.09647795693234
460.8,4.09416552539626
461.4,4.09185847776684
462,4.0895567988267
462.6,4.08726047340192
463.2,4.08496948636191
463.8,4.08268382261924
464.4,4.08040346712957
465,4.0781284048915
465.6,4.07585862094644
466.2,4.07359410037853
466.8,4.07133482831444
467.4,4.06908078992335
468,4.06683197041674
468.6,4.0645883550483
469.2,4.06234992911385
469.8,4.06011667795114
470.4,4.05788858693981
471,4.0556656415012
471.6,4.0534478270983
472.2,4.05123512923556
472.8,4.04902753345884
473.4,4.04682502535524
474,4.04462759055301
474.6,4.04243521472142
475.2,4.04024788357064
475.8,4.03806558285164
476.4,4.03588829835606
477,4.0337160159161
477.6,4.0315487214044
478.2,4.02938640073392
478.8,4.02722903985784
479.4,4.02507662476944
480,4.02292914150196
480.6,4.02078657612852
481.2,4.01864891476201
481.8,4.01651614355493
482.4,4.01438824869932
483,4.01226521642665
483.6,4.01014703300766
484.2,4.00803368475229
484.8,4.00592515800958
485.4,4.00382143916752
486,4.00172251465293
486.6,3.99962837093141
487.2,3.99753899450717
487.8,3.99545437192296
488.4,3.99337448975992
489,3.99129933463752
489.6,3.98922889321339
490.2,3.98716315218327
490.8,3.98510209828087
491.4,3.98304571827777
492,3.98099399898328
492.6,3.97894692724441
493.2,3.97690448994568
493.8,3.97486667400904
494.4,3.9728334663938
495,3.97080485409647
495.6,3.96878082415068
496.2,3.96676136362707
496.8,3.96474645963319
497.4,3.96273609931339
498,3.9607302698487
498.6,3.95872895845676
499.2,3.95673215239168
499.8,3.95473983894395
500.4,3.95275200544036
501,3.95076863924383
501.6,3.9487897277534
502.2,3.94681525840403
502.8,3.94484521866659
503.4,3.94287959604767
504,3.94091837808954
504.6,3.93896155237003
505.2,3.93700910650242
505.8,3.93506102813534
506.4,3.93311730495269
507,3.93117792467352
507.6,3.92924287505191
508.2,3.92731214387692
508.8,3.92538571897246
509.4,3.92346358819716
510,3.92154573944436
510.6,3.91963216064191
511.2,3.91772283975213
511.8,3.91581776477171
512.4,3.91391692373159
513,3.91202030469687
513.6,3.91012789576671
514.2,3.90823968507425
514.8,3.9063556607865
515.4,3.90447581110424
516,3.90260012426192
516.6,3.90072858852757
517.2,3.89886119220273
517.8,3.8969979236223
518.4,3.89513877115449
519,3.89328372320069
519.6,3.89143276819543
520.2,3.88958589460622
520.8,3.88774309093349
521.4,3.8859043457105
522,3.88406964750324
522.6,3.88223898491031
523.2,3.88041234656288
523.8,3.87858972112456
524.4,3.8767710972913
525,3.87495646379133
525.6,3.87314580938505
526.2,3.87133912286493
526.8,3.86953639305544
527.4,3.86773760881292
528,3.86594275902555
528.6,3.86415183261321
529.2,3.86236481852738
529.8,3.86058170575112
530.4,3.85880248329889
531,3.85702714021652
531.6,3.85525566558112
532.2,3.85348804850094
532.8,3.85172427811534
533.4,3.84996434359468
534,3.84820823414022
534.6,3.84645593898403
535.2,3.84470744738892
535.8,3.84296274864836
536.4,3.84122183208635
537,3.83948468705738
537.6,3.83775130294631
538.2,3.83602166916829
538.8,3.83429577516871
539.4,3.83257361042304
540,3.83085516443683
540.6,3.82914042674554
541.2,3.82742938691453
541.8,3.82572203453892
542.4,3.82401835924353
543,3.82231835068279
543.6,3.82062199854066
544.2,3.81892929253054
544.8,3.81724022239517
545.4,3.8155547779066
546,3.81387294886604
546.6,3.81219472510381
547.2,3.81052009647927
547.8,3.8088490528807
548.4,3.80718158422525
549,3.80551768045885
549.6,3.80385733155612
550.2,3.80220052752027
550.8,3.80054725838307
551.4,3.79889751420473
552,3.79725128507381
552.6,3.79560856110717
553.2,3.79396933244989
553.8,3.79233358927515
554.4,3.79070132178417
555,3.78907252020617
555.6,3.78744717479821
556.2,3.78582527584519
556.8,3.78420681365971
557.4,3.78259177858205
558,3.78098016098001
558.6,3.77937195124892
559.2,3.77776713981149
559.8,3.77616571711779
560.4,3.77456767364511
561,3.77297299989796
561.6,3.7713816864079
562.2,3.76979372373354
562.8,3.76820910246043
563.4,3.76662781320099
564,3.76504984659441
564.6,3.76347519330661
565.2,3.76190384403016
565.8,3.76033578948416
566.4,3.75877102041421
567,3.75720952759233
567.6,3.75565130181686
568.2,3.7540963339124
568.8,3.75254461472974
569.4,3.75099613514579
570,3.74945088606346
570.6,3.74790885841165
571.2,3.74637004314514
571.8,3.74483443124452
572.4,3.74330201371612
573,3.74177278159193
573.6,3.74024672592954
574.2,3.73872383781205
574.8,3.73720410834801
575.4,3.73568752867135
576,3.73417408994128
576.6,3.73266378334226
577.2,3.7311566000839
577.8,3.7296525314009
578.4,3.72815156855295
579,3.7266537028247
579.6,3.72515892552567
580.2,3.72366722799019
580.8,3.72217860157728
581.4,3.72069303767066
582,3.71921052767861
582.6,3.71773106303395
583.2,3.71625463519392
583.8,3.71478123564016
584.4,3.7133108558786
585,3.71184348743943
585.6,3.71037912187699
586.2,3.70891775076972
586.8,3.7074593657201
587.4,3.70600395835458
588,3.70455152032349
588.6,3.70310204330098
589.2,3.70165551898497
589.8,3.70021193909708
590.4,3.69877129538253
591,3.69733357961011
591.6,3.69589878357208
592.2,3.69446689908415
592.8,3.69303791798536
593.4,3.69161183213803
594,3.69018863342774
594.6,3.68876831376318
595.2,3.68735086507614
595.8,3.68593627932146
596.4,3.6845245484769
597,3.68311566454313
597.6,3.68170961954363
598.2,3.68030640552467
598.8,3.67890601455518
599.4,3.67750843872674
600,3.6761136701535
600.6,3.67472170097209
601.2,3.6733325233416
601.8,3.67194612944348
602.4,3.6705625114815
603,3.66918166168166
603.6,3.66780357229215
604.2,3.66642823558328
604.8,3.66505564384742
605.4,3.66368578939891
606,3.66231866457406
606.6,3.660954261731
607.2,3.65959257324969
607.8,3.65823359153184
608.4,3.65687730900083
609,3.65552371810164
609.6,3.65417281130084
610.2,3.65282458108648
610.8,3.65147901996803
611.4,3.65013612047635
612,3.64879587516361
612.6,3.64745827660323
613.2,3.64612331738981
613.8,3.64479099013908
614.4,3.64346128748785
615,3.64213420209393
615.6,3.64080972663609
616.2,3.63948785381398
616.8,3.63816857634807
617.4,3.63685188697961
618,3.63553777847057
618.6,3.63422624360355
619.2,3.63291727518176
619.8,3.63161086602894
620.4,3.6303070089893
621,3.62900569692746
621.6,3.62770692272842
622.2,3.62641067929746
622.8,3.6251169595601
623.4,3.62382575646207
624,3.62253706296919
624.6,3.62125087206738
625.2,3.61996717676256
625.8,3.6186859700806
626.4,3.61740724506727
627,3.61613099478819
627.6,3.61485721232875
628.2,3.61358589079408
628.8,3.61231702330898
629.4,3.61105060301785
630,3.60978662308466
630.6,3.60852507669289
631.2,3.60726595704546
631.8,3.60600925736468
632.4,3.60475497089221
633,3.60350309088896
633.6,3.6022536106351
634.2,3.60100652342997
634.8,3.59976182259199
635.4,3.59851950145868
636,3.59727955338656
636.6,3.59604197175109
637.2,3.59480674994664
637.8,3.59357388138643
638.4,3.59234335950246
639,3.59111517774546
639.6,3.58988932958487
640.2,3.58866580850875
640.8,3.58744460802372
641.4,3.58622572165495
642,3.58500914294607
642.6,3.58379486545914
643.2,3.58258288277455
643.8,3.58137318849106
644.4,3.58016577622565
645,3.57896063961352
645.6,3.57775777230803
646.2,3.57655716798065
646.8,3.57535882032089
647.4,3.57416272303628
648,3.57296886985229
648.6,3.57177725451229
649.2,3.57058787077751
649.8,3.56940071242695
650.4,3.56821577325739
651,3.56703304708329
651.6,3.56585252773675
652.2,3.56467420906747
652.8,3.56349808494271
653.4,3.5623241492472
654,3.56115239588313
654.6,3.55998281877009
655.2,3.55881541184499
655.8,3.55765016906207
656.4,3.55648708439278
657,3.55532615182581
657.6,3.55416736536696
658.2,3.55301071903914
658.8,3.55185620688232
659.4,3.55070382295347
660,3.5495535613265
660.6,3.54840541609225
661.2,3.54725938135837
661.8,3.54611545124938
662.4,3.5449736199065
663,3.54383388148771
663.6,3.54269623016763
664.2,3.5415606601375
664.8,3.54042716560513
665.4,3.53929574079486
666,3.53816637994749
666.6,3.53703907732026
667.2,3.53591382718679
667.8,3.53479062383704
668.4,3.53366946157724
669,3.53255033472987
669.6,3.53143323763361
670.2,3.53031816464329
670.8,3.52920511012982
671.4,3.52809406848021
672,3.52698503409743
672.6,3.52587800140045
673.2,3.52477296482414
673.8,3.52366991881926
674.4,3.5225688578524
675,3.5214697764059
675.6,3.52037266897788
676.2,3.51927753008213
676.8,3.51818435424809
677.4,3.51709313602081
678,3.5160038699609
678.6,3.51491655064448
679.2,3.51383117266314
679.8,3.5127477306239
680.4,3.51166621914916
681,3.51058663287665
681.6,3.50950896645942
682.2,3.50843321456575
682.8,3.50735937187911
683.4,3.50628743309818
684,3.50521739293673
684.6,3.50414924612361
685.2,3.50308298740271
685.8,3.5020186115329
686.4,3.50095611328801
687,3.49989548745678
687.6,3.4988367288428
688.2,3.4977798322645
688.8,3.49672479255505
689.4,3.49567160456241
690,3.49462026314919
690.6,3.49357076319267
691.2,3.49252309958475
691.8,3.49147726723187
692.4,3.49043326105502
693,3.48939107598968
693.6,3.48835070698576
694.2,3.48731214900758
694.8,3.48627539703381
695.4,3.48524044605745
696,3.4842072910858
696.6,3.48317592714036
697.2,3.48214634925685
697.8,3.48111855248516
698.4,3.48009253188926
699,3.47906828254724
699.6,3.47804579955121
700.2,3.47702507800726
700.8,3.47600611303546
701.4,3.47498889976978
702,3.47397343335809
702.6,3.47295970896208
703.2,3.47194772175724
703.8,3.47093746693281
704.4,3.46992893969178
705,3.46892213525079
705.6,3.46791704884013
706.2,3.4669136757037
706.8,3.46591201109895
707.4,3.46491205029687
708,3.46391378858193
708.6,3.46291722125205
709.2,3.46192234361854
709.8,3.4609291510061
710.4,3.45993763875277
711,3.45894780220987
711.6,3.45795963674197
712.2,3.45697313772689
712.8,3.45598830055559
713.4,3.4550051206322
714,3.45402359337395
714.6,3.45304371421114
715.2,3.45206547858711
715.8,3.45108888195816
716.4,3.45011391979358
717,3.44914058757558
717.6,3.44816888079923
718.2,3.44719879497247
718.8,3.44623032561603
719.4,3.44526346826342
720,3.4442982184609
720.6,3.4433345717674
721.2,3.44237252375454
