Activity Time(s),Activity (Bq/ml)
721.8,3.44141207000657
722.4,3.4404532061203
723,3.43949592770513
723.6,3.43854023038297
724.2,3.4375861097882
724.8,3.43663356156766
725.4,3.4356825813806
726,3.43473316489865
726.6,3.43378530780578
727.2,3.43283900579828
727.8,3.43189425458468
728.4,3.43095104988577
729,3.43000938743454
729.6,3.42906926297615
730.2,3.42813067226788
730.8,3.4271936110791
731.4,3.42625807519128
732,3.42532406039788
732.6,3.42439156250436
733.2,3.42346057732817
733.8,3.42253110069865
734.4,3.42160312845705
735,3.42067665645646
735.6,3.41975168056183
736.2,3.41882819664986
736.8,3.41790620060902
737.4,3.41698568833952
738,3.41606665575324
738.6,3.41514909877371
739.2,3.41423301333611
739.8,3.41331839538718
740.4,3.41240524088523
741,3.4114935458001
741.6,3.41058330611311
742.2,3.40967451781704
742.8,3.40876717691609
743.4,3.40786127942587
744,3.40695682137332
744.6,3.40605379879674
745.2,3.40515220774571
745.8,3.40425204428105
746.4,3.40335330447486
747,3.4024559844104
747.6,3.4015600801821
748.2,3.40066558789555
748.8,3.3997725036674
749.4,3.39888082362542
750,3.39799054390838
750.6,3.39710166066608
751.2,3.39621417005929
751.8,3.39532806825973
752.4,3.39444335145001
753,3.39356001582366
753.6,3.39267805758504
754.2,3.39179747294933
754.8,3.3909182581425
755.4,3.39004040940129
756,3.38916392297316
756.6,3.38828879511626
757.2,3.38741502209943
757.8,3.38654260020212
758.4,3.3856715257144
759,3.38480179493692
759.6,3.38393340418086
760.2,3.38306634976794
760.8,3.38220062803034
761.4,3.38133623531071
762,3.38047316796211
762.6,3.37961142234803
763.2,3.37875099484229
763.8,3.37789188182907
764.4,3.37703407970284
765,3.37617758486836
765.6,3.37532239374064
766.2,3.3744685027449
766.8,3.37361590831655
767.4,3.37276460690116
768,3.37191459495445
768.6,3.37106586894222
769.2,3.37021842534036
769.8,3.3693722606348
770.4,3.36852737132147
771,3.36768375390632
771.6,3.36684140490523
772.2,3.36600032084404
772.8,3.36516049825846
773.4,3.3643219336941
774,3.3634846237064
774.6,3.36264856486063
775.2,3.36181375373185
775.8,3.36098018690487
776.4,3.36014786097424
777,3.35931677254423
777.6,3.35848691822876
778.2,3.35765829465142
778.8,3.35683089844544
779.4,3.3560047262536
780,3.3551797747283
780.6,3.35435604053144
781.2,3.35353352033446
781.8,3.35271221081828
782.4,3.35189210867326
783,3.35107321059923
783.6,3.3502555133054
784.2,3.34943901351036
784.8,3.34862370794207
785.4,3.34780959333779
786,3.3469966664441
786.6,3.34618492401683
787.2,3.34537436282109
787.8,3.34456497963118
788.4,3.3437567712306
789,3.34294973441201
789.6,3.34214386597724
790.2,3.34133916273721
790.8,3.34053562151192
791.4,3.33973323913045
792,3.33893201243092
792.6,3.33813193826045
793.2,3.33733301347515
793.8,3.33653523494008
794.4,3.33573859952924
795,3.33494310412555
795.6,3.3341487456208
796.2,3.33335552091564
796.8,3.33256342691955
797.4,3.33177246055082
798,3.33098261873652
798.6,3.33019389841249
799.2,3.32940629652328
799.8,3.32861981002216
800.4,3.32783443587107
801,3.32705017104064
801.6,3.32626701251009
802.2,3.32548495726727
802.8,3.32470400230861
803.4,3.32392414463911
804,3.32314538127228
804.6,3.32236770923016
805.2,3.32159112554327
805.8,3.32081562725058
806.4,3.32004121139953
807,3.31926787504593
807.6,3.31849561525401
808.2,3.31772442909635
808.8,3.31695431365388
809.4,3.31618526601584
810,3.31541728327978
810.6,3.3146503625515
811.2,3.31388450094505
811.8,3.31311969558272
812.4,3.31235594359497
813,3.31159324212047
813.6,3.31083158830601
814.2,3.31007097930654
814.8,3.30931141228509
815.4,3.30855288441278
816,3.30779539286881
816.6,3.30703893484039
817.2,3.30628350752275
817.8,3.30552910811913
818.4,3.30477573384071
819,3.30402338190664
819.6,3.30327204954398
820.2,3.30252173398769
820.8,3.30177243248061
821.4,3.30102414227344
822,3.30027686062471
822.6,3.29953058480074
823.2,3.29878531207568
823.8,3.29804103973141
824.4,3.29729776505757
825,3.29655548535151
825.6,3.2958141979183
826.2,3.29507390007066
826.8,3.29433458912899
827.4,3.29359626242131
828,3.29285891728326
828.6,3.29212255105805
829.2,3.29138716109649
829.8,3.29065274475692
830.4,3.2899192994052
831,3.28918682241471
831.6,3.28845531116629
832.2,3.28772476304825
832.8,3.28699517545636
833.4,3.28626654579378
834,3.28553887147109
834.6,3.28481214990622
835.2,3.28408637852448
835.8,3.2833615547585
836.4,3.28263767604823
837,3.28191473984091
837.6,3.28119274359105
838.2,3.28047168476042
838.8,3.279751560818
839.4,3.27903236923999
840,3.2783141075098
840.6,3.27759677311796
841.2,3.2768803635622
841.8,3.27616487634733
842.4,3.27545030898532
843,3.27473665899517
843.6,3.27402392390299
844.2,3.27331210124191
844.8,3.2726011885521
845.4,3.27189118338074
846,3.27118208328197
846.6,3.27047388581693
847.2,3.26976658855368
847.8,3.26906018906723
848.4,3.26835468493947
849,3.2676500737592
849.6,3.26694635312207
850.2,3.26624352063059
850.8,3.26554157389409
851.4,3.26484051052872
852,3.2641403281574
852.6,3.26344102440984
853.2,3.26274259692249
853.8,3.26204504333853
854.4,3.26134836130785
855,3.26065254848705
855.6,3.25995760253938
856.2,3.25926352113476
856.8,3.25857030194973
857.4,3.25787794266748
858,3.25718644097776
858.6,3.25649579457691
859.2,3.25580600116785
859.8,3.25511705846001
860.4,3.25442896416937
861,3.25374171601839
861.6,3.25305531173605
862.2,3.25236974905775
862.8,3.25168502572538
863.4,3.25100113948724
864,3.25031808809805
864.6,3.24963586931891
865.2,3.2489544809173
865.8,3.24827392066708
866.4,3.24759418634841
867,3.24691527574781
867.6,3.24623718665806
868.2,3.24555991687827
868.8,3.24488346421378
869.4,3.24420782647621
870,3.24353300148337
870.6,3.24285898705933
871.2,3.24218578103432
871.8,3.24151338124477
872.4,3.24084178553326
873,3.24017099174851
873.6,3.23950099774536
874.2,3.23883180138479
874.8,3.23816340053382
875.4,3.23749579306559
876,3.23682897685926
876.6,3.23616294980005
877.2,3.23549770977919
877.8,3.23483325469392
878.4,3.23416958244746
879,3.233506690949
879.6,3.23284457811369
880.2,3.23218324186261
880.8,3.23152268012276
881.4,3.23086289082703
882,3.23020387191422
882.6,3.22954562132897
883.2,3.22888813702179
883.8,3.22823141694902
884.4,3.2275754590728
885,3.22692026136111
885.6,3.22626582178768
886.2,3.22561213833202
886.8,3.22495920897938
887.4,3.22430703172078
888,3.22365560455292
888.6,3.22300492547821
889.2,3.22235499250477
889.8,3.22170580364636
890.4,3.22105735692242
891,3.220409650358
891.6,3.21976268198379
892.2,3.21911644983609
892.8,3.21847095195677
893.4,3.21782618639329
894,3.21718215119866
894.6,3.21653884443144
895.2,3.21589626415569
895.8,3.21525440844102
896.4,3.21461327536251
897,3.21397286300071
897.6,3.21333316944165
898.2,3.21269419277681
898.8,3.21205593110309
899.4,3.21141838252281
900,3.21078154514369
900.6,3.21014541707884
901.2,3.20950999644673
901.8,3.20887528137121
902.4,3.20824126998143
903,3.2076079604119
903.6,3.20697535080241
904.2,3.20634343929807
904.8,3.20571222404926
905.4,3.20508170321161
906,3.20445187494601
906.6,3.20382273741859
907.2,3.20319428880068
907.8,3.20256652726884
908.4,3.20193945100479
909,3.20131305819545
909.6,3.20068734703288
910.2,3.20006231571429
910.8,3.19943796244203
911.4,3.19881428542355
912,3.19819128287142
912.6,3.19756895300327
913.2,3.19694729404182
913.8,3.19632630421484
914.4,3.19570598175515
915,3.19508632490059
915.6,3.19446733189403
916.2,3.1938490009833
916.8,3.19323133042127
917.4,3.19261431846574
918,3.19199796337948
918.6,3.1913822634302
919.2,3.19076721689055
919.8,3.19015282203808
920.4,3.18953907715524
921,3.18892598052939
921.6,3.18831353045273
922.2,3.18770172522234
922.8,3.18709056314014
923.4,3.18648004251288
924,3.18587016165213
924.6,3.18526091887425
925.2,3.1846523125004
925.8,3.18404434085652
926.4,3.18343700227332
927,3.18283029508622
927.6,3.18222421763543
928.2,3.18161876826584
928.8,3.18101394532706
929.4,3.1804097471734
930,3.17980617216384
930.6,3.17920321866205
931.2,3.17860088503634
931.8,3.17799916965965
932.4,3.17739807090956
933,3.17679758716828
933.6,3.17619771682259
934.2,3.17559845826388
934.8,3.17499980988812
935.4,3.17440177009582
936,3.17380433729205
936.6,3.17320750988644
937.2,3.1726112862931
937.8,3.17201566493068
938.4,3.17142064422233
939,3.17082622259565
939.6,3.17023239848277
940.2,3.16963917032021
940.8,3.169046536549
941.4,3.16845449561457
942,3.16786304596677
942.6,3.16727218605988
943.2,3.16668191435255
943.8,3.16609222930782
944.4,3.16550312939312
945,3.16491461308022
945.6,3.16432667884523
946.2,3.16373932516862
946.8,3.16315255053516
947.4,3.16256635343393
948,3.1619807323583
948.6,3.16139568580596
949.2,3.16081121227883
949.8,3.1602273102831
950.4,3.15964397832923
951,3.15906121493189
951.6,3.15847901860998
952.2,3.15789738788663
952.8,3.15731632128913
953.4,3.156735817349
954,3.15615587460191
954.6,3.15557649158769
955.2,3.15499766685034
955.8,3.154419398938
956.4,3.15384168640291
957,3.15326452780146
957.6,3.15268792169412
958.2,3.15211186664546
958.8,3.15153636122415
959.4,3.15096140400289
960,3.15038699355847
960.6,3.14981312847171
961.2,3.14923980732748
961.8,3.14866702871466
962.4,3.14809479122615
963,3.14752309345883
963.6,3.14695193401359
964.2,3.14638131149529
964.8,3.14581122451277
965.4,3.14524167167879
966,3.1446726516101
966.6,3.14410416292733
967.2,3.14353620425507
967.8,3.14296877422181
968.4,3.14240187145993
969,3.1418354946057
969.6,3.14126964229928
970.2,3.14070431318468
970.8,3.14013950590976
971.4,3.13957521912624
972,3.13901145148966
972.6,3.13844820165939
973.2,3.13788546829859
973.8,3.13732325007426
974.4,3.13676154565714
975,3.13620035372178
975.6,3.13563967294648
976.2,3.13507950201332
976.8,3.13451983960809
977.4,3.13396068442035
978,3.13340203514336
978.6,3.1328438904741
979.2,3.13228624911326
979.8,3.13172910976522
980.4,3.13117247113802
981,3.13061633194341
981.6,3.13006069089678
982.2,3.12950554671715
982.8,3.12895089812723
983.4,3.12839674385331
984,3.12784308262532
984.6,3.1272899131768
985.2,3.1267372342449
985.8,3.12618504457033
986.4,3.1256333428974
987,3.12508212797397
987.6,3.12453139855148
988.2,3.12398115338491
988.8,3.12343139123276
989.4,3.12288211085707
990,3.12233331102341
990.6,3.12178499050083
991.2,3.1212371480619
991.8,3.12068978248266
992.4,3.12014289254265
993,3.11959647702485
993.6,3.11905053471572
994.2,3.11850506440515
994.8,3.11796006488647
995.4,3.11741553495646
996,3.11687147341528
996.6,3.11632787906654
997.2,3.11578475071721
997.8,3.11524208717767
998.4,3.11469988726169
999,3.11415814978637
999.6,3.11361687357222
1000.2,3.11307605744306
1000.8,3.11253570022606
1001.4,3.11199580075174
1002,3.11145635785393
1002.6,3.11091737036976
1003.2,3.11037883713967
1003.8,3.10984075700741
1004.4,3.10930312881999
1005,3.10876595142771
1005.6,3.10822922368413
1006.2,3.10769294444606
1006.8,3.10715711257357
1007.4,3.10662172692995
1008,3.10608678638174
1008.6,3.10555228979868
1009.2,3.10501823605372
1009.8,3.10448462402302
1010.4,3.10395145258593
1011,3.10341872062498
1011.6,3.10288642702587
1012.2,3.10235457067746
1012.8,3.10182315047179
1013.4,3.10129216530402
1014,3.10076161407245
1014.6,3.10023149567851
1015.2,3.09970180902676
1015.8,3.09917255302486
1016.4,3.09864372658357
1017,3.09811532861675
1017.6,3.09758735804134
1018.2,3.09705981377736
1018.8,3.09653269474787
1019.4,3.09600599987903
1020,3.09547972810002
1020.6,3.09495387834306
1021.2,3.09442844954342
1021.8,3.09390344063936
1022.4,3.0933788505722
1023,3.09285467828621
1023.6,3.09233092272872
1024.2,3.09180758284998
1024.8,3.09128465760328
1025.4,3.09076214594484
1026,3.09024004683386
1026.6,3.0897183592325
1027.2,3.08919708210585
1027.8,3.08867621442195
1028.4,3.08815575515176
1029,3.08763570326917
1029.6,3.08711605775096
1030.2,3.08659681757685
1030.8,3.08607798172943
1031.4,3.08555954919419
1032,3.08504151895948
1032.6,3.08452389001654
1033.2,3.08400666135947
1033.8,3.08348983198521
1034.4,3.08297340089358
1035,3.08245736708719
1035.6,3.08194172957152
1036.2,3.08142648735486
1036.8,3.0809116394483
1037.4,3.08039718486576
1038,3.07988312262395
1038.6,3.07936945174235
1039.2,3.07885617124325
1039.8,3.07834328015169
1040.4,3.07783077749551
1041,3.07731866230527
1041.6,3.0768069336143
1042.2,3.07629559045867
1042.8,3.07578463187718
1043.4,3.07527405691138
1044,3.0747638646055
1044.6,3.07425405400651
1045.2,3.07374462416407
1045.8,3.07323557413055
1046.4,3.07272690296099
1047,3.07221860971313
1047.6,3.07171069344737
1048.2,3.07120315322678
1048.8,3.07069598811707
1049.4,3.07018919718664
1050,3.06968277950649
1050.6,3.06917673415028
1051.2,3.0686710601943
1051.8,3.06816575671743
1052.4,3.0676608228012
1053,3.06715625752972
1053.6,3.06665205998971
1054.2,3.06614822927047
1054.8,3.0656447644639
1055.4,3.06514166466445
1056,3.06463892896915
1056.6,3.06413655647761
1057.2,3.06363454629197
1057.8,3.06313289751691
1058.4,3.06263160925967
1059,3.06213068063001
1059.6,3.06163011074022
1060.2,3.0611298987051
1060.8,3.06063004364197
1061.4,3.06013054467064
1062,3.05963140091342
1062.6,3.05913261149511
1063.2,3.058634175543
1063.8,3.05813609218684
1064.4,3.05763836055886
1065,3.05714097979374
1065.6,3.05664394902861
1066.2,3.05614726740306
1066.8,3.05565093405911
1067.4,3.05515494814122
1068,3.05465930879626
1068.6,3.05416401517354
1069.2,3.05366906642476
1069.8,3.05317446170403
1070.4,3.05268020016788
1071,3.05218628097519
1071.6,3.05169270328727
1072.2,3.05119946626776
1072.8,3.05070656908271
1073.4,3.05021401090052
1074,3.04972179089194
1074.6,3.04922990823007
1075.2,3.04873836209036
1075.8,3.0482471516506
1076.4,3.0477562760909
1077,3.04726573459371
1077.6,3.04677552634378
1078.2,3.04628565052817
1078.8,3.04579610633625
1079.4,3.0453068929597
1080,3.04481800959246
1080.6,3.04432945543079
1081.2,3.04384122967319
1081.8,3.04335333152046
1082.4,3.04286576017565
1083,3.04237851484408
1083.6,3.0418915947333
1084.2,3.04140499905313
1084.8,3.04091872701561
1085.4,3.04043277783503
1086,3.03994715072788
1086.6,3.0394618449129
1087.2,3.03897685961102
1087.8,3.03849219404538
1088.4,3.03800784744134
1089,3.03752381902644
1089.6,3.03704010803039
1090.2,3.03655671368512
1090.8,3.03607363522471
1091.4,3.0355908718854
1092,3.03510842290563
1092.6,3.03462628752597
1093.2,3.03414446498914
1093.8,3.03366295454002
1094.4,3.03318175542561
1095,3.03270086689505
1095.6,3.03222028819962
1096.2,3.0317400185927
1096.8,3.0312600573298
1097.4,3.03078040366853
1098,3.0303010568686
1098.6,3.02982201619182
1099.2,3.0293432809021
1099.8,3.0288648502654
1100.4,3.02838672354981
1101,3.02790890002545
1101.6,3.02743137896453
1102.2,3.02695415964131
1102.8,3.0264772413321
1103.4,3.02600062331527
1104,3.02552430487122
1104.6,3.02504828528242
1105.2,3.02457256383332
1105.8,3.02409713981044
1106.4,3.0236220125023
1107,3.02314718119943
1107.6,3.02267264519438
1108.2,3.02219840378169
1108.8,3.02172445625792
1109.4,3.02125080192159
1110,3.02077744007322
1110.6,3.02030437001532
1111.2,3.01983159105235
1111.8,3.01935910249077
1112.4,3.01888690363898
1113,3.01841499380734
1113.6,3.01794337230816
1114.2,3.01747203845571
1114.8,3.01700099156618
1115.4,3.01653023095772
1116,3.01605975595038
1116.6,3.01558956586616
1117.2,3.01511966002897
1117.8,3.01465003776462
1118.4,3.01418069840084
1119,3.01371164126727
1119.6,3.01324286569543
1120.2,3.01277437101875
1120.8,3.01230615657251
1121.4,3.01183822169391
1122,3.01137056572201
1122.6,3.01090318799774
1123.2,3.01043608786388
1123.8,3.0099692646651
1124.4,3.0095027177479
1125,3.00903644646064
1125.6,3.00857045015351
1126.2,3.00810472817854
1126.8,3.00763927988961
1127.4,3.00717410464242
1128,3.00670920179448
1128.6,3.00624457070513
1129.2,3.00578021073551
1129.8,3.00531612124857
1130.4,3.00485230160909
1131,3.00438875118359
1131.6,3.00392546934044
1132.2,3.00346245544975
1132.8,3.00299970888344
1133.4,3.0025372290152
1134,3.00207501522047
1134.6,3.00161306687649
1135.2,3.00115138336224
1135.8,3.00068996405845
1136.4,3.00022880834762
1137,2.99976791561398
1137.6,2.99930728524351
1138.2,2.99884691662392
1138.8,2.99838680914466
1139.4,2.99792696219689
1140,2.9974673751735
1140.6,2.9970080474691
1141.2,2.99654897848001
1141.8,2.99609016760424
1142.4,2.99563161424154
1143,2.9951733177933
1143.6,2.99471527766266
1144.2,2.99425749325441
1144.8,2.99379996397503
1145.4,2.99334268923268
1146,2.99288566843719
1146.6,2.99242890100006
1147.2,2.99197238633446
1147.8,2.99151612385521
1148.4,2.99106011297877
1149,2.99060435312327
1149.6,2.99014884370849
1150.2,2.98969358415581
1150.8,2.98923857388829
1151.4,2.9887838123306
1152,2.98832929890903
1152.6,2.9878750330515
1153.2,2.98742101418754
1153.8,2.9869672417483
1154.4,2.98651371516652
1155,2.98606043387657
1155.6,2.98560739731439
1156.2,2.98515460491752
1156.8,2.9847020561251
1157.4,2.98424975037785
1158,2.98379768711806
1158.6,2.9833458657896
1159.2,2.98289428583792
1159.8,2.98244294671002
1160.4,2.98199184785447
1161,2.9815409887214
1161.6,2.9810903687625
1162.2,2.98063998743098
1162.8,2.98018984418162
1163.4,2.97973993847072
1164,2.97929026975615
1164.6,2.97884083749726
1165.2,2.97839164115496
1165.8,2.97794268019169
1166.4,2.97749395407137
1167,2.97704546225948
1167.6,2.97659720422296
1168.2,2.97614917943029
1168.8,2.97570138735144
1169.4,2.97525382745788
1170,2.97480649922256
1170.6,2.97435940211992
1171.2,2.9739125356259
1171.8,2.97346589921789
1172.4,2.97301949237479
1173,2.97257331457695
1173.6,2.97212736530618
1174.2,2.97168164404576
1174.8,2.97123615028043
1175.4,2.97079088349639
1176,2.97034584318128
1176.6,2.96990102882418
1177.2,2.96945643991564
1177.8,2.9690120759476
1178.4,2.96856793641348
1179,2.96812402080809
1179.6,2.96768032862771
1180.2,2.96723685936999
1180.8,2.96679361253405
1181.4,2.96635058762037
1182,2.96590778413087
1182.6,2.96546520156888
1183.2,2.9650228394391
1183.8,2.96458069724767
1184.4,2.96413877450209
1185,2.96369707071125
1185.6,2.96325558538544
1186.2,2.96281431803633
1186.8,2.96237326817695
1187.4,2.96193243532172
1188,2.96149181898642
1188.6,2.96105141868821
1189.2,2.96061123394559
1189.8,2.96017126427843
1190.4,2.95973150920795
1191,2.95929196825672
1191.6,2.95885264094866
1192.2,2.95841352680902
1192.8,2.95797462536442
1193.4,2.95753593614277
1194,2.95709745867333
1194.6,2.95665919248671
1195.2,2.9562211371148
1195.8,2.95578329209084
1196.4,2.95534565694938
1197,2.95490823122628
1197.6,2.9544710144587
1198.2,2.95403400618511
1198.8,2.95359720594528
1199.4,2.95316061328029
1200,2.95272422773248
1200.6,2.95228804884552
1201.2,2.95185207616433
1201.8,2.95141630923515
1202.4,2.95098074760545
1203,2.95054539082402
1203.6,2.9501102384409
1204.2,2.94967529000739
1204.8,2.94924054507607
1205.4,2.94880600320078
1206,2.9483716639366
1206.6,2.94793752683988
1207.2,2.94750359146821
1207.8,2.94706985738043
1208.4,2.94663632413662
1209,2.94620299129811
1209.6,2.94576985842744
1210.2,2.94533692508841
1210.8,2.94490419084603
1211.4,2.94447165526654
1212,2.9440393179174
1212.6,2.9436071783673
1213.2,2.94317523618612
1213.8,2.94274349094497
1214.4,2.94231194221617
1215,2.94188058957323
1215.6,2.94144943259085
1216.2,2.94101847084497
1216.8,2.94058770391268
1217.4,2.94015713137229
1218,2.93972675280327
1218.6,2.9392965677863
1219.2,2.93886657590321
1219.8,2.93843677673705
1220.4,2.93800716987199
1221,2.93757775489342
1221.6,2.93714853138787
1222.2,2.93671949894302
1222.8,2.93629065714775
1223.4,2.93586200559207
1224,2.93543354386713
1224.6,2.93500527156527
1225.2,2.93457718827994
1225.8,2.93414929360576
1226.4,2.93372158713847
1227,2.93329406847496
1227.6,2.93286673721325
1228.2,2.93243959295248
1228.8,2.93201263529294
1229.4,2.93158586383603
1230,2.93115927818427
1230.6,2.93073287794129
1231.2,2.93030666271185
1231.8,2.92988063210183
1232.4,2.92945478571819
1233,2.92902912316901
1233.6,2.92860364406347
1234.2,2.92817834801186
1234.8,2.92775323462554
1235.4,2.92732830351699
1236,2.92690355429976
1236.6,2.9264789865885
1237.2,2.92605459999892
1237.8,2.92563039414785
1238.4,2.92520636865315
1239,2.9247825231338
1239.6,2.92435885720981
1240.2,2.92393537050227
1240.8,2.92351206263337
1241.4,2.9230889332263
1242,2.92266598190536
1242.6,2.92224320829588
1243.2,2.92182061202425
1243.8,2.9213981927179
1244.4,2.92097595000533
1245,2.92055388351606
1245.6,2.92013199288066
1246.2,2.91971027773073
1246.8,2.91928873769892
1247.4,2.91886737241891
1248,2.91844618152539
1248.6,2.91802516465409
1249.2,2.91760432144177
1249.8,2.91718365152619
1250.4,2.91676315454614
1251,2.91634283014142
1251.6,2.91592267795286
1252.2,2.91550269762226
1252.8,2.91508288879246
1253.4,2.91466325110729
1254,2.91424378421158
1254.6,2.91382448775115
1255.2,2.91340536137283
1255.8,2.91298640472443
1256.4,2.91256761745474
1257,2.91214899921357
1257.6,2.91173054965167
1258.2,2.91131226842079
1258.8,2.91089415517366
1259.4,2.91047620956399
1260,2.91005843124644
1260.6,2.90964081987667
1261.2,2.90922337511126
1261.8,2.9088060966078
1262.4,2.90838898402482
1263,2.9079720370218
1263.6,2.9075552552592
1264.2,2.90713863839841
1264.8,2.90672218610177
1265.4,2.90630589803258
1266,2.90588977385508
1266.6,2.90547381323444
1267.2,2.90505801583679
1267.8,2.90464238132918
1268.4,2.9042269093796
1269,2.90381159965696
1269.6,2.90339645183112
1270.2,2.90298146557285
1270.8,2.90256664055385
1271.4,2.90215197644672
1272,2.90173747292501
1272.6,2.90132312966316
1273.2,2.90090894633653
1273.8,2.9004949226214
1274.4,2.90008105819495
1275,2.89966735273525
1275.6,2.89925380592129
1276.2,2.89884041743297
1276.8,2.89842718695105
1277.4,2.89801411415721
1278,2.89760119873403
1278.6,2.89718844036496
1279.2,2.89677583873434
1279.8,2.89636339352741
1280.4,2.89595110443026
1281,2.8955389711299
1281.6,2.89512699331419
1282.2,2.89471517067186
1282.8,2.89430350289253
1283.4,2.89389198966667
1284,2.89348063068565
1284.6,2.89306942564166
1285.2,2.89265837422778
1285.8,2.89224747613794
1286.4,2.89183673106694
1287,2.89142613871042
1287.6,2.89101569876487
1288.2,2.89060541092764
1288.8,2.89019527489691
1289.4,2.88978529037174
1290,2.88937545705199
1290.6,2.8889657746384
1291.2,2.8885562428325
1291.8,2.8881468613367
1292.4,2.88773762985423
1293,2.88732854808913
1293.6,2.88691961574628
1294.2,2.88651083253141
1294.8,2.88610219815104
1295.4,2.88569371231251
1296,2.88528537472402
1296.6,2.88487718509453
1297.2,2.88446914313386
1297.8,2.88406124855261
1298.4,2.88365350106221
1299,2.88324590037489
1299.6,2.88283844620368
1300.2,2.88243113826242
1300.8,2.88202397626574
1301.4,2.88161695992909
1302,2.88121008896868
1302.6,2.88080336310154
1303.2,2.88039678204549
1303.8,2.87999034551912
1304.4,2.87958405324183
1305,2.87917790493379
1305.6,2.87877190031596
1306.2,2.87836603911007
1306.8,2.87796032103863
1307.4,2.87755474582493
1308,2.87714931319303
1308.6,2.87674402286776
1309.2,2.87633887457473
1309.8,2.8759338680403
1310.4,2.87552900299161
1311,2.87512427915653
1311.6,2.87471969626374
1312.2,2.87431525404264
1312.8,2.8739109522234
1313.4,2.87350679053693
1314,2.87310276871491
1314.6,2.87269888648977
1315.2,2.87229514359466
1315.8,2.8718915397635
1316.4,2.87148807473095
1317,2.8710847482324
1317.6,2.87068156000399
1318.2,2.87027850978258
1318.8,2.86987559730579
1319.4,2.86947282231196
1320,2.86907018454014
1320.6,2.86866768373014
1321.2,2.86826531962248
1321.8,2.8678630919584
1322.4,2.86746100047988
1323,2.86705904492959
1323.6,2.86665722505095
1324.2,2.86625554058808
1324.8,2.86585399128581
1325.4,2.86545257688968
1326,2.86505129714596
1326.6,2.86465015180161
1327.2,2.86424914060429
1327.8,2.86384826330238
1328.4,2.86344751964496
1329,2.86304690938179
1329.6,2.86264643226335
1330.2,2.86224608804081
1330.8,2.86184587646602
1331.4,2.86144579729154
1332,2.8610458502706
1332.6,2.86064603515715
1333.2,2.86024635170579
1333.8,2.85984679967182
1334.4,2.85944737881123
1335,2.85904808888066
1335.6,2.85864892963747
1336.2,2.85824990083967
1336.8,2.85785100224593
1337.4,2.85745223361563
1338,2.85705359470879
1338.6,2.85665508528612
1339.2,2.85625670510897
1339.8,2.85585845393938
1340.4,2.85546033154005
1341,2.85506233767431
1341.6,2.85466447210618
1342.2,2.85426673460034
1342.8,2.85386912492211
1343.4,2.85347164283745
1344,2.85307428811301
1344.6,2.85267706051606
1345.2,2.85227995981452
1345.8,2.85188298577696
1346.4,2.8514861381726
1347,2.8510894167713
1347.6,2.85069282134356
1348.2,2.8502963516605
1348.8,2.8499000074939
1349.4,2.84950378861617
1350,2.84910769480035
1350.6,2.84871172582011
1351.2,2.84831588144975
1351.8,2.84792016146419
1352.4,2.84752456563899
1353,2.84712909375034
1353.6,2.84673374557502
1354.2,2.84633852089047
1354.8,2.84594341947471
1355.4,2.84554844110641
1356,2.84515358556483
1356.6,2.84475885262987
1357.2,2.84436424208201
1357.8,2.84396975370236
1358.4,2.84357538727265
1359,2.84318114257518
1359.6,2.84278701939288
1360.2,2.84239301750929
1360.8,2.84199913670852
1361.4,2.84160537677532
1362,2.84121173749501
1362.6,2.84081821865351
1363.2,2.84042482003733
1363.8,2.8400315414336
1364.4,2.83963838263
1365,2.83924534341484
1365.6,2.83885242357699
1366.2,2.83845962290591
1366.8,2.83806694119165
1367.4,2.83767437822484
1368,2.83728193379671
1368.6,2.83688960769903
1369.2,2.83649739972417
1369.8,2.83610530966509
1370.4,2.8357133373153
1371,2.8353214824689
1371.6,2.83492974492054
1372.2,2.83453812446547
1372.8,2.83414662089947
1373.4,2.83375523401893
1374,2.83336396362077
1374.6,2.83297280950249
1375.2,2.83258177146213
1375.8,2.83219084929833
1376.4,2.83180004281025
1377,2.83140935179762
1377.6,2.83101877606074
1378.2,2.83062831540043
1378.8,2.8302379696181
1379.4,2.82984773851568
1380,2.82945762189566
1380.6,2.82906761956108
1381.2,2.82867773131553
1381.8,2.82828795696312
1382.4,2.82789829630854
1383,2.82750874915699
1383.6,2.82711931531422
1384.2,2.82672999458652
1384.8,2.82634078678072
1385.4,2.82595169170417
1386,2.82556270916476
1386.6,2.82517383897093
1387.2,2.82478508093161
1387.8,2.82439643485631
1388.4,2.82400790055502
1389,2.82361947783829
1389.6,2.82323116651717
1390.2,2.82284296640325
1390.8,2.82245487730863
1391.4,2.82206689904594
1392,2.82167903142831
1392.6,2.82129127426941
1393.2,2.82090362738341
1393.8,2.82051609058501
1394.4,2.82012866368939
1395,2.81974134651228
1395.6,2.81935413886989
1396.2,2.81896704057895
1396.8,2.8185800514567
1397.4,2.81819317132088
1398,2.81780639998973
1398.6,2.817419737282
1399.2,2.81703318301694
1399.8,2.8166467370143
1400.4,2.81626039909431
1401,2.81587416907773
1401.6,2.81548804678578
1402.2,2.8151020320402
1402.8,2.81471612466321
1403.4,2.81433032447753
1404,2.81394463130635
1404.6,2.81355904497337
1405.2,2.81317356530276
1405.8,2.81278819211919
1406.4,2.81240292524781
1407,2.81201776451424
1407.6,2.8116327097446
1408.2,2.81124776076547
1408.8,2.81086291740393
1409.4,2.81047817948753
